,phase_1,phase_2,phase_3,phase_4,active_trials,total_trials,late_stage_ratio,pipeline_density,ticker
237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SLDB
238,0.6931471805599453,0.6931471805599453,0.0,0.0,1.0986122886681096,1.0986122886681096,0.0,1.0,SLN
239,1.0986122886681096,1.0986122886681096,0.6931471805599453,0.0,1.791759469228055,1.791759469228055,0.3868528072345416,1.0,SLNO
240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SMMT
241,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,SNDX
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SPRY
243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SRPT
244,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681096,1.0986122886681096,0.6309297535714575,1.0,SRRK
245,1.0986122886681096,0.6931471805599453,1.3862943611198906,0.0,2.1972245773362196,2.1972245773362196,0.6309297535714574,1.0,STOK
246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STRO
247,0.0,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681096,1.0986122886681096,0.6309297535714575,1.0,STVN
248,0.6931471805599453,0.6931471805599453,0.0,0.0,1.0986122886681096,1.0986122886681096,0.0,1.0,SVRA
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SYRE
250,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,TAK
251,1.6094379124341003,1.0986122886681096,0.0,0.0,1.9459101490553132,1.9459101490553132,0.0,1.0,TARS
252,2.1972245773362196,3.8918202981106265,3.8501476017100584,2.70805020110221,5.2574953720277815,5.2574953720277815,1.2473996339977402,1.0,TBPH
253,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,TECH
254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TECX
255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEM
256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TERN
257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEVA
258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TGTX
259,1.0986122886681096,1.6094379124341003,1.3862943611198906,0.0,2.302585092994046,2.302585092994046,0.6020599913279623,1.0,TKNO
260,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.6931471805599453,2.302585092994046,2.302585092994046,0.9030899869919434,1.0,TMDX
261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNGX
262,0.0,0.0,0.0,0.0,2.1972245773362196,2.1972245773362196,0.0,1.0,TNYA
263,0.0,1.9459101490553132,0.0,0.0,1.9459101490553132,1.9459101490553132,0.0,1.0,TRDA
264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRVI
265,0.0,1.0986122886681096,0.0,0.0,1.0986122886681096,1.0986122886681096,0.0,1.0,TSHA
266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TVTX
267,0.0,1.0986122886681096,0.6931471805599453,0.0,1.3862943611198906,1.3862943611198906,0.5,1.0,TWST
268,0.0,1.6094379124341003,1.3862943611198906,0.6931471805599453,2.3978952727983707,2.3978952727983707,0.8671944789536634,1.0,TXG
269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TYRA
